date,vwretd,vwretx
19640930,0.030399,0.029022
19641030,0.008745,0.007566
19641130,0.001598,-0.004588
19641231,0.005228,0.003803
19650129,0.034791,0.033837
19650226,0.003746,-0.000853
19650331,-0.012213,-0.013685
19650430,0.035612,0.034769
19650528,-0.003122,-0.008354
19650630,-0.04688,-0.048367
19650730,0.014486,0.013678
19650831,0.02756,0.022473
19650930,0.033366,0.032034
19651029,0.028812,0.027737
19651130,-0.003821,-0.010306
19651231,0.010349,0.009059
19660131,0.005705,0.004874
19660228,-0.01275,-0.017548
19660331,-0.023041,-0.024608
19660429,0.022158,0.02125
19660531,-0.04914,-0.054645
19660630,-0.01438,-0.015904
19660729,-0.012129,-0.013039
19660831,-0.07165,-0.077487
19660930,-0.006244,-0.007692
19661031,0.048333,0.047244
19661130,0.011223,0.003741
19661230,0.000326,-0.001089
19670131,0.079215,0.077723
19670228,0.007514,0.00242
19670331,0.041137,0.039544
19670428,0.043371,0.042544
19670531,-0.04681,-0.052314
19670630,0.019319,0.018015
19670731,0.046454,0.045623
19670831,-0.006824,-0.012197
19670929,0.033815,0.032597
19671031,-0.027448,-0.028701
19671130,0.006435,0.000533
19671229,0.027079,0.025857
19680131,-0.041875,-0.043523
19680229,-0.0269,-0.031973
19680329,0.009696,0.008585
19680430,0.084092,0.082642
19680531,0.016374,0.011104
19680628,0.009916,0.008695
19680730,-0.017444,-0.018664
19680830,0.016415,0.011259
19680930,0.039351,0.03821
19681031,0.008587,0.006751
19681129,0.05358,0.048659
19681231,-0.040826,-0.042141
19690131,-0.007547,-0.008612
19690228,-0.042321,-0.047384
19690328,0.034847,0.033599
19690430,0.022771,0.021449
19690529,0.003854,-0.001862
19690630,-0.054357,-0.055686
19690731,-0.058632,-0.059919
19690829,0.045728,0.04018
19690930,-0.023941,-0.025285
19691031,0.0469,0.044661
19691128,-0.029152,-0.034433
19691231,-0.016922,-0.018365
19700130,-0.075398,-0.076809
19700227,0.059521,0.053615
19700331,0.002806,0.001232
19700430,-0.088831,-0.090035
19700529,-0.054689,-0.061112
19700630,-0.049032,-0.050902
19700731,0.075523,0.073219
19700831,0.049778,0.043782
19700930,0.034702,0.033021
19701030,-0.009032,-0.011639
19701130,0.054387,0.048836
19701231,0.058684,0.057358
19710129,0.042828,0.0415
19710226,0.013317,0.008152
19710331,0.039068,0.037624
19710430,0.036965,0.035789
19710528,-0.03715,-0.042138
19710630,0.002439,0.001061
19710730,-0.040827,-0.041901
19710831,0.042036,0.036549
19710930,-0.005038,-0.006387
19711029,-0.040129,-0.042015
19711130,0.002898,-0.002029
19711231,0.08788,0.086486
19720131,0.019088,0.017814
19720229,0.030221,0.025416
19720330,0.007315,0.006132
19720428,0.005476,0.004658
19720531,0.022019,0.016763
19720630,-0.020156,-0.021378
19720731,0.003245,0.002126
19720831,0.039425,0.034649
19720929,-0.003277,-0.004516
19721031,0.010878,0.009503
19721130,0.050297,0.045173
19721229,0.013663,0.012622
19730131,-0.016752,-0.018044
19730228,-0.033818,-0.038229
19730330,-0.001093,-0.002089
19730430,-0.040064,-0.041236
19730531,-0.01395,-0.019002
19730629,-0.005178,-0.006522
19730731,0.039128,0.037679
19730831,-0.031544,-0.036505
19730928,0.042219,0.041038
19731031,0.000312,-0.00156
19731130,-0.10722,-0.113046
19731231,0.017971,0.016534
19740131,-0.00812,-0.009749
19740228,0.001992,-0.003695
19740329,-0.021818,-0.023154
19740430,-0.037649,-0.039359
19740531,-0.026896,-0.033127
19740628,-0.012816,-0.014583
19740731,-0.076698,-0.0785
19740830,-0.082177,-0.089737
19740930,-0.117511,-0.119578
19741031,0.168113,0.164814
19741129,-0.045688,-0.053816
19741231,-0.018021,-0.020305
19750131,0.12361,0.121698
19750228,0.06746,0.059497
19750331,0.024014,0.022122
19750430,0.049424,0.047293
19750530,0.051193,0.044794
19750630,0.04622,0.044342
19750731,-0.065504,-0.067553
19750829,-0.015663,-0.021731
19750930,-0.03225,-0.034226
19751031,0.064855,0.062135
19751128,0.030089,0.023996
19751231,-0.010485,-0.012296
19760130,0.120143,0.118545
19760227,-0.005756,-0.01162
19760331,0.03264,0.030786
19760430,-0.00961,-0.010699
19760528,-0.008116,-0.015026
19760630,0.043959,0.042158
19760730,-0.007202,-0.008454
19760831,0.001599,-0.004982
19760930,0.024421,0.02267
19761029,-0.020211,-0.021995
19761130,-0.001041,-0.008628
19761231,0.053775,0.05217
19770131,-0.049654,-0.051167
19770228,-0.015638,-0.0224
19770331,-0.012502,-0.014548
19770429,0.000641,-0.000503
19770531,-0.015064,-0.023541
19770630,0.047776,0.045705
19770729,-0.015453,-0.016589
19770831,-0.01231,-0.020221
19770930,-0.000825,-0.003084
19771031,-0.041984,-0.043869
19771130,0.036752,0.026953
19771230,0.00557,0.003637
19780131,-0.060643,-0.062611
19780228,-0.01626,-0.024938
19780331,0.026925,0.024356
19780428,0.088964,0.087593
19780531,0.013719,0.004436
19780630,-0.016578,-0.018953
19780731,0.056974,0.055121
19780831,0.033641,0.025563
19780929,-0.005163,-0.007483
19781031,-0.08957,-0.092269
19781130,0.026771,0.0174
19781229,0.016627,0.014264
19790131,0.042697,0.040161
19790228,-0.028649,-0.036958
19790330,0.057361,0.054825
19790430,0.004183,0.002218
19790531,-0.016818,-0.026303
19790629,0.040324,0.037792
19790731,0.012051,0.009737
19790831,0.061865,0.053222
19790928,0.001416,-0.000872
19791031,-0.06556,-0.068517
19791130,0.052777,0.04357
19791231,0.01834,0.015892
19800131,0.061308,0.058935
19800229,0.002611,-0.005574
19800331,-0.097518,-0.100096
19800430,0.042394,0.039877
19800530,0.05556,0.046651
19800630,0.029722,0.026895
19800731,0.0682,0.06563
19800829,0.013454,0.00603
19800930,0.027935,0.025155
19801031,0.017809,0.014742
19801128,0.10991,0.103015
19801231,-0.030634,-0.033006
19810130,-0.04337,-0.045036
19810227,0.021267,0.013492
19810331,0.038285,0.035426
19810430,-0.020211,-0.021967
19810529,0.006539,-0.001124
19810630,-0.008255,-0.01118
19810731,0.000714,-0.000946
19810831,-0.05554,-0.063659
19810930,-0.050466,-0.0535
19811030,0.052115,0.048694
19811130,0.043827,0.035918
19811231,-0.027059,-0.029745
19820129,-0.015367,-0.016874
19820226,-0.050441,-0.059588
19820331,-0.006805,-0.010463
19820430,0.04155,0.040063
19820528,-0.029505,-0.039834
19820630,-0.015779,-0.018934
19820730,-0.020199,-0.022058
19820831,0.127402,0.116647
19820930,0.010496,0.007717
19821029,0.113863,0.111235
19821130,0.045754,0.037554
19821231,0.016835,0.014676
19830131,0.035293,0.033317
19830228,0.025733,0.018539
19830331,0.03547,0.032459
19830429,0.075719,0.074655
19830531,-0.005687,-0.0121
19830630,0.03697,0.033719
19830729,-0.031238,-0.032321
19830831,0.015864,0.009484
19830930,0.014153,0.010885
19831031,-0.013108,-0.014695
19831130,0.023846,0.017363
19831230,-0.005749,-0.008699
19840131,-0.003898,-0.005657
19840229,-0.034034,-0.039505
19840330,0.017295,0.013714
19840430,0.006781,0.005229
19840531,-0.053131,-0.059544
19840629,0.022937,0.018709
19840731,-0.013765,-0.015641
19840831,0.112438,0.105753
19840928,-0.000064,-0.003292
19841031,0.003331,0.000216
19841130,-0.009841,-0.01495
19841231,0.025556,0.021843
19850131,0.076868,0.074737
19850228,0.014166,0.008886
19850329,-0.000636,-0.00398
19850430,-0.003704,-0.005413
19850531,0.06274,0.056847
19850628,0.016065,0.012925
19850731,-0.003321,-0.005235
19850830,-0.006473,-0.011871
19850930,-0.033248,-0.036197
19851031,0.045079,0.042653
19851129,0.071887,0.06663
19851231,0.048156,0.045156
19860131,0.004706,0.002962
19860228,0.076525,0.071556
19860331,0.055832,0.05332
19860430,-0.013343,-0.01505
19860530,0.055326,0.050804
19860630,0.015744,0.01331
19860731,-0.057541,-0.059378
19860829,0.074417,0.070076
19860930,-0.083243,-0.085664
19861031,0.056538,0.053813
19861128,0.024876,0.019717
19861231,-0.027513,-0.030174
19870130,0.135183,0.133724
19870227,0.041778,0.037845
19870331,0.026336,0.023832
19870430,-0.009045,-0.011093
19870529,0.009128,0.005199
19870630,0.05014,0.047654
19870731,0.049843,0.047883
19870831,0.039108,0.035441
19870930,-0.02194,-0.024079
19871030,-0.215795,-0.217944
19871130,-0.081874,-0.086541
19871231,0.073922,0.071025
19880129,0.042712,0.041086
19880229,0.047445,0.040574
19880331,-0.030847,-0.033368
19880429,0.010516,0.008773
19880531,0.008012,0.002882
19880630,0.047676,0.045068
19880729,-0.004458,-0.007393
19880831,-0.032488,-0.03729
19880930,0.042739,0.040086
19881031,0.026891,0.023328
19881130,-0.014355,-0.01977
19881230,0.018553,0.015184
19890131,0.072303,0.069633
19890228,-0.025031,-0.029187
19890331,0.023038,0.02044
19890428,0.051707,0.049899
19890531,0.041022,0.035451
19890630,-0.005611,-0.00794
19890731,0.090053,0.088194
19890831,0.019853,0.015516
19890929,-0.004004,-0.006616
19891031,-0.023633,-0.025663
19891130,0.020479,0.016641
19891229,0.022657,0.019988
19900131,-0.067661,-0.069407
19900228,0.013381,0.008986
19900330,0.026588,0.02436
19900430,-0.024504,-0.026508
19900531,0.097419,0.092408
19900629,-0.006754,-0.008921
19900731,-0.004454,-0.006508
19900831,-0.090801,-0.094897
19900928,-0.048959,-0.051213
19901031,-0.003597,-0.00611
19901130,0.064561,0.059897
19901231,0.027987,0.024954
19910131,0.045001,0.043063
19910228,0.071565,0.067371
19910328,0.024354,0.022312
19910430,0.002268,0.000214
19910531,0.04293,0.038759
19910628,-0.045357,-0.047498
19910731,0.046526,0.044799
19910830,0.023885,0.019912
19910930,-0.016861,-0.019061
19911031,0.013458,0.011899
19911129,-0.040214,-0.043973
19911231,0.114089,0.111476
19920131,-0.018348,-0.019654
19920228,0.012865,0.009442
19920331,-0.01947,-0.021873
19920430,0.028614,0.027157
19920529,0.00485,0.001087
19920630,-0.01503,-0.017545
19920731,0.040924,0.039465
19920831,-0.020615,-0.024214
19920930,0.01134,0.008916
19921030,0.004796,0.003455
19921130,0.033794,0.030069
19921231,0.01338,0.011197
19930129,0.007282,0.005964
19930226,0.013526,0.010361
19930331,0.021202,0.018578
19930430,-0.024519,-0.02578
19930528,0.026259,0.022549
19930630,0.003466,0.001095
19930730,-0.004593,-0.005909
19930831,0.037431,0.033957
19930930,-0.007582,-0.009842
19931029,0.019884,0.01859
19931130,-0.008655,-0.012084
19931231,0.012643,0.010614
19940131,0.033429,0.031954
19940228,-0.027161,-0.030121
19940331,-0.043456,-0.045728
19940429,0.012817,0.011477
19940531,0.016309,0.012559
19940630,-0.024762,-0.027113
19940729,0.032714,0.031381
19940831,0.041341,0.03799
19940930,-0.02394,-0.026238
19941031,0.022619,0.021043
19941130,-0.036248,-0.039423
19941230,0.014955,0.012419
19950131,0.026,0.024348
19950228,0.039228,0.036328
19950331,0.029334,0.027179
19950428,0.029395,0.027914
19950531,0.039809,0.036454
19950630,0.024155,0.022198
19950731,0.033405,0.032023
19950831,0.003495,0.000642
19950929,0.042102,0.040182
19951031,-0.003442,-0.004864
19951130,0.044029,0.041189
19951229,0.017643,0.015809
19960131,0.034861,0.033415
19960229,0.010087,0.007689
19960329,0.009585,0.00786
19960430,0.015133,0.013857
19960531,0.025257,0.02253
19960628,0.004128,0.002562
19960731,-0.044441,-0.046048
19960830,0.021928,0.019589
19960930,0.056035,0.054112
19961031,0.026798,0.025348
19961129,0.076455,0.074218
19961231,-0.019815,-0.021518
19970131,0.062779,0.061689
19970228,0.007752,0.0058
19970331,-0.041653,-0.04331
19970430,0.060274,0.059016
19970530,0.061401,0.059272
19970630,0.044103,0.042762
19970731,0.080388,0.078977
19970829,-0.05497,-0.056458
19970930,0.053886,0.052408
19971031,-0.032605,-0.03373
19971128,0.046321,0.044625
19971231,0.017147,0.0157
19980130,0.011994,0.01108
19980227,0.071956,0.070303
19980331,0.051336,0.050104
19980430,0.011275,0.010232
19980529,-0.017674,-0.019206
19980630,0.04097,0.0398
19980731,-0.010109,-0.011112
19980831,-0.143124,-0.144504
19980930,0.063176,0.061612
19981030,0.080111,0.079144
19981130,0.062165,0.060686
19981231,0.059673,0.058454
19990129,0.0428,0.042
19990226,-0.031935,-0.033156
19990331,0.038979,0.037774
19990430,0.037559,0.036771
19990528,-0.023162,-0.024836
19990630,0.054431,0.053398
19990730,-0.03022,-0.031084
19990831,-0.004989,-0.006251
19990930,-0.028079,-0.029257
19991029,0.064238,0.063512
19991130,0.020822,0.019547
19991231,0.062579,0.061549
20000131,-0.049606,-0.050273
20000229,-0.017459,-0.018667
20000331,0.098492,0.097434
20000428,-0.031585,-0.032308
20000531,-0.022304,-0.023617
20000630,0.026219,0.025497
20000731,-0.012795,-0.013559
20000831,0.062594,0.061275
20000929,-0.052088,-0.052795
20001031,-0.00412,-0.004829
20001130,-0.078268,-0.079557
20001229,0.00572,0.004861
20010131,0.032375,0.031555
20010228,-0.090952,-0.092131
20010330,-0.063706,-0.064587
20010430,0.077825,0.076981
20010531,0.00687,0.00533
20010629,-0.024506,-0.025183
20010731,-0.009317,-0.010248
20010831,-0.063435,-0.064933
20010928,-0.080361,-0.081352
20011031,0.019542,0.018547
20011130,0.078787,0.077259
20011231,0.009051,0.007849
20020131,-0.014324,-0.01532
20020228,-0.019481,-0.020973
20020328,0.037572,0.03669
20020430,-0.061001,-0.061826
20020531,-0.0078,-0.009438
20020628,-0.071349,-0.072611
20020731,-0.073987,-0.075074
20020830,0.007061,0.005401
20020930,-0.108965,-0.110421
20021031,0.088599,0.087103
20021129,0.059019,0.057288
20021231,-0.058834,-0.060464
20030131,-0.026579,-0.02786
20030228,-0.015246,-0.017225
20030331,0.010308,0.008967
20030430,0.082774,0.081462
20030530,0.053251,0.051508
20030630,0.012816,0.011351
20030731,0.017932,0.016505
20030829,0.019597,0.018014
20030930,-0.010737,-0.012107
20031031,0.05556,0.05397
20031128,0.009259,0.007606
20031231,0.05178,0.050107
20040130,0.019078,0.017991
20040227,0.014403,0.012716
20040331,-0.014982,-0.016267
20040430,-0.015584,-0.016719
20040528,0.013629,0.012024
20040630,0.019488,0.018019
20040730,-0.032954,-0.034111
20040831,0.003807,0.002019
20040930,0.010817,0.009347
20041029,0.014973,0.013699
20041130,0.040559,0.035572
20041231,0.033734,0.032086
20050131,-0.023824,-0.024749
20050228,0.021152,0.019015
20050331,-0.01724,-0.018729
20050429,-0.018926,-0.020076
20050531,0.031994,0.030156
20050630,0.001717,0.000139
20050729,0.037364,0.036163
20050831,-0.009159,-0.011265
20050930,0.008067,0.006916
20051031,-0.015673,-0.016698
20051130,0.038289,0.035675
20051230,-0.00006,-0.001396
20060131,0.026426,0.025407
20060228,0.002425,0.000167
20060331,0.012909,0.011511
20060428,0.012064,0.01085
20060531,-0.028319,-0.030519
20060630,0.001587,0.000348
20060731,0.005571,0.00451
20060831,0.02415,0.021679
20060929,0.026487,0.025296
20061031,0.032528,0.031421
20061130,0.018385,0.015887
20061229,0.013768,0.012294
20070131,0.015318,0.01435
20070228,-0.019288,-0.021598
20070330,0.010894,0.009679
20070430,0.043991,0.042857
20070531,0.034459,0.032154
20070629,-0.01662,-0.017829
20070731,-0.031197,-0.032284
20070831,0.015094,0.012859
20070928,0.037468,0.035923
20071031,0.01736,0.016292
20071130,-0.041382,-0.043581
20071231,-0.006116,-0.007903
20080131,-0.061166,-0.062332
20080229,-0.031419,-0.033693
20080331,-0.0034,-0.005055
20080430,0.048629,0.04749
20080530,0.012986,0.010708
20080630,-0.082819,-0.084545
20080731,-0.007306,-0.008738
20080829,0.014955,0.012682
20080930,-0.085467,-0.087287
20081031,-0.166981,-0.168456
20081128,-0.073512,-0.076514
20081231,0.011995,0.009229
20090130,-0.082615,-0.084039
20090227,-0.103584,-0.107398
20090331,0.087634,0.084154
20090430,0.09423,0.09255
20090529,0.05464,0.051848
20090630,0.002476,0.00068
20090731,0.074482,0.073101
20090831,0.034751,0.032255
20090930,0.036534,0.034978
20091030,-0.018259,-0.019458
20091130,0.060257,0.057607
20091231,0.018983,0.017346
20100129,-0.035751,-0.036781
20100226,0.030426,0.028015
20100331,0.061014,0.05943
20100430,0.015977,0.014957
20100528,-0.080111,-0.082337
20100630,-0.053525,-0.055115
20100730,0.070451,0.06862
20100831,-0.045434,-0.04784
20100930,0.090383,0.088751
20101029,0.038726,0.037081
20101130,-0.000051,-0.002571
20101231,0.067054,0.065249
20110131,0.023349,0.022319
20110228,0.032508,0.030251
20110331,0.000625,-0.000867
20110429,0.029441,0.028358
20110531,-0.011313,-0.013573
20110630,-0.016545,-0.018106
20110729,-0.019828,-0.020982
20110831,-0.054322,-0.056734
20110930,-0.070238,-0.071739
20111031,0.109023,0.107563
20111130,-0.002727,-0.005552
20111230,0.009427,0.007613
20120131,0.045206,0.044003
20120229,0.04334,0.040744
20120330,0.032866,0.031282
20120430,-0.006034,-0.007237
20120531,-0.05979,-0.062433
20120629,0.041465,0.039888
20120731,0.014363,0.013096
20120831,0.022744,0.019938
20120928,0.025079,0.023503
20121031,-0.017849,-0.019242
20121130,0.00519,0.002151
20121231,0.008194,0.005583
20130131,0.052243,0.050903
20130228,0.013211,0.01072
20130328,0.037507,0.035945
20130430,0.019777,0.018636
20130531,0.022896,0.02023
20130628,-0.013664,-0.015329
20130731,0.050719,0.049331
20130830,-0.029336,-0.031772
20130930,0.031707,0.030127
20131031,0.046313,0.044995
20131129,0.030811,0.028407
20131231,0.02581,0.024052
20140131,-0.034776,-0.035844
20140228,0.045587,0.043038
20140331,0.008068,0.006545
20140430,0.006477,0.005329
20140530,0.023142,0.020722
20140630,0.020736,0.019145
20140731,-0.014274,-0.015582
20140829,0.039593,0.037275
20140930,-0.013867,-0.01541
20141031,0.024587,0.023411
20141128,0.028012,0.025552
20141231,-0.002489,-0.00427
20150130,-0.029523,-0.030564
20150227,0.056927,0.054236
20150331,-0.015044,-0.016684
20150430,0.008673,0.007573
20150529,0.012649,0.01028
20150630,-0.019504,-0.021187
20150731,0.021611,0.020411
20150831,-0.059946,-0.062282
20150930,-0.024533,-0.026248
20151030,0.083284,0.08188
20151130,0.003317,0.000771
20151231,-0.015183,-0.017016
