"CAPE","Date"
"8.6804213056463","27273"
"8.7449838338096","27303"
"8.9489845127556","27334"
"8.2890600559231","27364"
"8.9209955084042","27395"
"9.7622467161665","27426"
"10.163796767444","27454"
"10.233076136606","27485"
"10.818139119336","27515"
"11.011354609248","27546"
"10.902767048239","27576"
"10.089769593328","27607"
"9.9189053565594","27638"
"10.327599777501","27668"
"10.435859457948","27699"
"10.250368416257","27729"
"11.185051362622","27760"
"11.58609299445","27791"
"11.631754403567","27820"
"11.689164132206","27851"
"11.532053585609","27881"
"11.543841631417","27912"
"11.75749048869","27942"
"11.597986002509","27973"
"11.80599094954","28004"
"11.345696136317","28034"
"11.248855860508","28065"
"11.597589726583","28095"
"11.437961346788","28126"
"11.014841854223","28157"
"10.895746511663","28185"
"10.636037409141","28216"
"10.548486693557","28246"
"10.530023959091","28277"
"10.567692447775","28307"
"10.268385666711","28338"
"10.067742820071","28369"
"9.7666662995565","28399"
"9.7662999836602","28430"
"9.6782665825359","28460"
"9.2414622609347","28491"
"9.0452635707047","28522"
"8.9504200776339","28550"
"9.2625887208668","28581"
"9.6349107285985","28611"
"9.5496789810417","28642"
"9.4255240477874","28672"
"10.023970854004","28703"
"9.9418874730044","28734"
"9.5336083582088","28764"
"8.9284189022932","28795"
"9.0119418191338","28825"
"9.25763691914","28856"
"9.0037403710456","28887"
"9.0707850296608","28915"
"9.1330635662174","28946"
"8.794383289815","28976"
"8.853937764694","29007"
"8.8274980455424","29037"
"9.127165797215","29068"
"9.112758990741","29099"
"8.6818433068993","29129"
"8.5187843029836","29160"
"8.7452044046693","29190"
"8.8509341807291","29221"
"9.0544760921925","29252"
"8.0811509007855","29281"
"7.8440245047192","29312"
"8.1042258071765","29342"
"8.5120779623067","29373"
"8.8808655272958","29403"
"9.0710059816184","29434"
"9.1960401317432","29465"
"9.3578410467571","29495"
"9.6540436632334","29526"
"9.3899020849217","29556"
"9.259404530878","29587"
"8.8298993538313","29618"
"9.0810968838546","29646"
"9.0855612307887","29677"
"8.8184834665481","29707"
"8.7653407443049","29738"
"8.4453194678755","29768"
"8.3998063165664","29799"
"7.5811630519232","29830"
"7.6491417133192","29860"
"7.8107525657161","29891"
"7.8325621371419","29921"
"7.388659973376","29952"
"7.1818234505467","29983"
"6.950673793536","30011"
"7.2590726254261","30042"
"7.1926124844646","30072"
"6.6921339881976","30103"
"6.6386531002088","30133"
"6.6434227521661","30164"
"7.3988382003233","30195"
"7.9998409945346","30225"
"8.3474769381554","30256"
"8.4677384014005","30286"
"8.7567832241347","30317"
"8.9104934366241","30348"
"9.2328297051905","30376"
"9.5315812841604","30407"
"9.8744565046684","30437"
"10.00011790313","30468"
"10.014475995571","30498"
"9.7280569356652","30529"
"9.9842024580288","30560"
"10.00339179945","30590"
"9.8535816493643","30621"
"9.8150109036087","30651"
"9.8949318092025","30682"
"9.324529645728","30713"
"9.3267470665082","30742"
"9.3056434045948","30773"
"9.231831816896","30803"
"9.010185512291","30834"
"8.8683022140433","30864"
"9.6230632573732","30895"
"9.6873413136281","30926"
"9.5950707030485","30956"
"9.6919732217831","30987"
"9.5950548011335","31017"
"9.9970011777305","31048"
"10.494935172607","31079"
"10.373217214925","31107"
"10.397118719817","31138"
"10.60812046786","31168"
"10.810049845861","31199"
"10.997563956793","31229"
"10.738799808877","31260"
"10.471234661698","31291"
"10.552516982944","31321"
"11.164611128667","31352"
"11.690521474468","31382"
"11.715007584488","31413"
"12.388219099418","31444"
"13.189022981533","31472"
"13.552504172869","31503"
"13.560046199232","31533"
"13.888688626457","31564"
"13.619995534084","31594"
"13.887667550866","31625"
"13.467314312977","31656"
"13.425918860857","31686"
"13.872985596139","31717"
"14.085139814743","31747"
"14.922208103719","31778"
"15.822318142836","31809"
"16.43334397607","31837"
"16.196534453221","31868"
"16.160311952656","31898"
"16.825207307879","31929"
"17.306004390512","31959"
"18.326907245856","31990"
"17.675620449938","32021"
"15.530055563627","32051"
"13.590885143189","32082"
"13.389028514427","32112"
"13.898336683569","32143"
"14.29827096247","32174"
"14.668946811103","32203"
"14.433316420839","32234"
"14.031891348028","32264"
"14.76646864788","32295"
"14.608315717522","32325"
"14.244946310676","32356"
"14.36942877614","32387"
"14.811450153278","32417"
"14.445530680873","32448"
"14.702086748572","32478"
"15.088072442713","32509"
"15.467060462735","32540"
"15.298969108882","32568"
"15.686742656145","32599"
"16.186353538545","32629"
"16.641904235809","32660"
"17.013407650499","32690"
"17.734251436577","32721"
"17.714220678979","32752"
"17.640853852798","32782"
"17.242369266947","32813"
"17.650212904947","32843"
"17.048843606878","32874"
"16.50809351649","32905"
"16.833748233481","32933"
"16.813913898736","32964"
"17.392413588645","32994"
"17.817082821653","33025"
"17.74717158707","33055"
"16.168334756509","33086"
"15.301285443523","33117"
"14.818147965501","33147"
"15.187607599503","33178"
"15.846314974729","33208"
"15.606190118802","33239"
"17.354664745205","33270"
"17.818620083397","33298"
"18.155345895198","33329"
"18.035430911004","33359"
"18.015227044688","33390"
"18.10345234552","33420"
"18.512258455338","33451"
"18.357282591774","33482"
"18.349187992002","33512"
"18.288868169301","33543"
"18.441652313513","33573"
"19.773068211463","33604"
"19.582982970387","33635"
"19.283561861299","33664"
"19.301229507881","33695"
"19.662279795642","33725"
"19.315365967645","33756"
"19.620740694824","33786"
"19.722137498352","33817"
"19.708766424745","33848"
"19.370271076907","33878"
"19.833656038801","33909"
"20.448606721243","33939"
"20.323410802996","33970"
"20.5453367929","34001"
"20.855200148691","34029"
"20.457362016642","34060"
"20.517605633765","34090"
"20.60835701296","34121"
"20.564596413297","34151"
"20.812227546627","34182"
"20.993501005229","34213"
"21.109178247475","34243"
"21.037901189606","34274"
"21.164732079815","34304"
"21.411974913827","34335"
"21.263840187313","34366"
"20.83337588946","34394"
"20.055250085064","34425"
"20.196492421281","34455"
"20.29076369067","34486"
"20.067951816142","34516"
"20.535549404756","34547"
"20.576450100819","34578"
"20.39575928241","34608"
"20.209473020394","34639"
"19.91148410809","34669"
"20.219119422457","34700"
"20.802571764333","34731"
"21.152737302037","34759"
"21.64273926188","34790"
"22.19542669802","34820"
"22.718356759521","34851"
"23.376412691512","34881"
"23.284070256231","34912"
"23.9460070753","34943"
"23.926762764083","34973"
"24.347586881115","35004"
"25.027380664939","35034"
"24.762465194644","35065"
"25.976065550593","35096"
"25.629930395216","35125"
"25.424203848382","35156"
"25.814043827699","35186"
"25.966673558334","35217"
"24.858411332348","35247"
"25.412529121455","35278"
"25.680115512877","35309"
"26.483467720897","35339"
"27.585612049013","35370"
"27.723946163894","35400"
"28.33287012995","35431"
"29.265634883576","35462"
"28.802458591872","35490"
"27.585160338137","35521"
"29.928362224689","35551"
"31.256560616381","35582"
"32.76663768967","35612"
"32.586283486713","35643"
"32.666581341709","35674"
"32.901498179798","35704"
"32.336600532813","35735"
"33.030789042905","35765"
"32.859968415052","35796"
"34.70967778227","35827"
"36.296927736425","35855"
"37.276934043029","35886"
"36.956598518969","35916"
"36.802293460092","35947"
"38.259645085249","35977"
"35.423401024878","36008"
"33.532356980835","36039"
"33.773102879048","36069"
"37.369391883921","36100"
"38.820274780098","36130"
"40.576957677208","36161"
"40.40015922926","36192"
"41.356103632713","36220"
"42.704509516892","36251"
"42.556676709518","36281"
"42.180675911747","36312"
"43.828035992805","36342"
"41.93071215994","36373"
"41.323451334715","36404"
"40.55285439954","36434"
"43.208290714614","36465"
"44.197939761041","36495"
"43.772578146938","36526"
"42.185635887917","36557"
"43.220748439966","36586"
"43.528574288508","36617"
"41.966050503324","36647"
"42.781971567071","36678"
"42.75809361827","36708"
"42.869565494419","36739"
"41.898007924885","36770"
"39.369699044201","36800"
"38.782142456785","36831"
"37.274238004497","36861"
"36.97886799703","36892"
"35.834662651431","36923"
"32.325837236179","36951"
"32.173901168361","36982"
"34.07464321714","37012"
"33.068534411113","37043"
"32.163038687444","37073"
"31.40431876078","37104"
"27.667392586862","37135"
"28.57737311336","37165"
"30.005103811057","37196"
"30.49995325502","37226"
"30.277204433096","37257"
"29.085704152008","37288"
"30.292130640919","37316"
"29.005883253119","37347"
"28.128107508688","37377"
"26.387672541183","37408"
"23.463120467431","37438"
"23.588713528842","37469"
"22.365036801224","37500"
"21.956233863659","37530"
"23.348396502725","37561"
"23.101442537686","37591"
"22.898348576613","37622"
"21.214102123415","37653"
"21.309719026991","37681"
"22.427939577731","37712"
"23.591080453481","37742"
"24.832223259531","37773"
"24.867329101269","37803"
"24.642251409932","37834"
"25.243686752606","37865"
"25.68275607058","37895"
"25.94679821842","37926"
"26.635170511082","37956"
"27.658540355737","37987"
"27.65086203674","38018"
"26.886530384036","38047"
"26.900577508445","38078"
"25.902814292944","38108"
"26.401285366475","38139"
"25.695888646269","38169"
"25.174462226478","38200"
"25.668406776358","38231"
"25.411655665489","38261"
"26.465310814818","38292"
"27.144808694741","38322"
"26.58725069797","38353"
"26.744863128101","38384"
"26.339142131058","38412"
"25.408922569114","38443"
"25.650230187183","38473"
"26.068394871884","38504"
"26.287871091255","38534"
"26.104381410936","38565"
"25.730122990164","38596"
"24.876538723648","38626"
"25.931783309069","38657"
"26.443803114292","38687"
"26.468702626686","38718"
"26.249624763583","38749"
"26.327837778668","38777"
"26.147280943875","38808"
"25.650640708757","38838"
"24.749582241646","38869"
"24.696786766853","38899"
"25.051393562011","38930"
"25.644156440797","38961"
"26.538040282102","38991"
"26.928020270856","39022"
"27.282689787572","39052"
"27.207536656807","39083"
"27.315181413517","39114"
"26.227605554651","39142"
"26.976268314189","39173"
"27.548490451851","39203"
"27.418262740411","39234"
"27.410088167204","39264"
"26.148607189312","39295"
"26.725743047697","39326"
"27.320648130462","39356"
"25.729053579498","39387"
"25.95551010524","39417"
"24.022317760837","39448"
"23.495263401812","39479"
"22.606810842249","39508"
"23.356040643202","39539"
"23.696432116623","39569"
"22.416812802282","39600"
"20.907206462662","39630"
"21.401617360048","39661"
"20.362733946098","39692"
"16.38735654879","39722"
"15.259659405705","39753"
"15.376080747424","39783"
"15.17465193688","39814"
"14.122181801919","39845"
"13.323667656864","39873"
"14.981866453039","39904"
"15.996355755263","39934"
"16.384182816215","39965"
"16.694620816996","39995"
"18.094069801576","40026"
"18.83190226484","40057"
"19.358008443487","40087"
"19.812761079966","40118"
"20.322376500217","40148"
"20.527859801454","40179"
"19.9205393066","40210"
"21.004601209715","40238"
"21.804845599625","40269"
"20.480068638423","40299"
"19.742039853739","40330"
"19.668660470718","40360"
"19.770299174359","40391"
"20.381395233204","40422"
"21.240127651759","40452"
"21.700723827761","40483"
"22.396379773044","40513"
"22.978299430555","40544"
"23.489828703299","40575"
"22.899336430144","40603"
"23.143929447286","40634"
"23.059491506095","40664"
"22.100831286611","40695"
"22.610981701157","40725"
"20.04985272166","40756"
"19.698114568878","40787"
"20.155824786689","40817"
"20.345246797646","40848"
"20.523575499432","40878"
"21.213008091803","40909"
"21.797435963718","40940"
"22.053943972905","40969"
"21.779246906825","41000"
"20.941467419743","41030"
"20.547504086856","41061"
"20.999341293381","41091"
"21.410428453443","41122"
"21.783690301728","41153"
"21.577109654529","41183"
"20.898162059574","41214"
"21.238261139846","41244"
"21.900475413822","41275"
"22.052724336862","41306"
"22.419207114603","41334"
"22.595655396106","41365"
"23.411841781842","41395"
"22.925333173915","41426"
"23.49246017716","41456"
"23.356649094916","41487"
"23.442287167961","41518"
"23.834737887631","41548"
"24.642077092412","41579"
"24.861869296462","41609"
"24.859609093633","41640"
"24.590930877894","41671"
"24.956039153965","41699"
"24.786315396963","41730"
"24.943274109903","41760"
"25.558007623511","41791"
"25.817545976159","41821"
"25.617606421799","41852"
"25.918436892606","41883"
"25.162748283083","41913"
"26.606817147143","41944"
"26.794085482573","41974"
"26.492295420383","42005"
"26.995513699383","42036"
"26.728605452928","42064"
"26.791371680192","42095"
"26.806111379651","42125"
"26.495895292785","42156"
"26.3811363364","42186"
"25.693658417058","42217"
"24.496752170486","42248"
"25.491441046067","42278"
"26.225851890972","42309"
"25.965424037124","42339"
"24.206167203878","42370"
"24.00260677729","42401"
"25.372298620188","42430"
"25.922337543674","42461"
"25.711598896938","42491"
"25.873551614474","42522"
"26.746630660424","42552"
"27.07021549766","42583"
